[ansoft-lm-2] gtcp-dc.twitter.com:1084
[https] wimbledon.twitter.com:443
[https] wwdc.twitter.com:443
[https] wwe.twitter.com:443
[https] www2.twitter.com:443
[https] www.debates.twitter.com:443
[https] www.debate.twitter.com:443
[https] www.search.twitter.com:443
[https] www.tnf.twitter.com:443
[https] www.twitter.com:443
[https] xbox.twitter.com:443
[http] sxsw.twitter.com:80
[http] syd-api.twitter.com:80
[https] yearinreview.twitter.com:443
[http] syndication.twitter.com:80
[https] zacbrownband.twitter.com:443
[https] zacbrown.twitter.com:443
[https] zbb.twitter.com:443
[https] zedd.twitter.com:443
[https] zero.twitter.com:443
[http] takeflight-staging.twitter.com:80
[http] takeflight.twitter.com:80
[http] tales.twitter.com:80
[http] tdapi.twitter.com:80
[http] td.twitter.com:80
[http] tdweb.twitter.com:80
[http] thedugout.twitter.com:80
[http] theemawards.twitter.com:80
[http] thegameawards.twitter.com:80
[http] theplayers.twitter.com:80
[http] therally.twitter.com:80
[http] thewarmup.twitter.com:80
[http] tinteractive-staging.twitter.com:80
[http] tinteractive.twitter.com:80
[http] tnf.twitter.com:80
[http] tnt.twitter.com:80
[http] tommynow.twitter.com:80
[http] ton.twitter.com:80
[http] tpop-api.twitter.com:80
[http] train.twitter.com:80
[http] translate.twitter.com:80
[http] transparency-staging.twitter.com:80
[http] transparency.twitter.com:80
[http] tv-api.twitter.com:80
[http] tweetdeck.twitter.com:80
[http] tweet.twitter.com:80
[http] twemoji.twitter.com:80
[http] twitter.com:80
[http] tw-ton.twitter.com:80
[http] tyo-api.twitter.com:80
[http] uclfinal.twitter.com:80
[http] ufes.twitter.com:80
[http] ukelection.twitter.com:80
[http] university.twitter.com:80
[http] upload-0-0-0-0.twitter.com:80
[http] upload-0-4-6.twitter.com:80
[http] upload-36-0-0.twitter.com:80
[http] upload-45-0-0.twitter.com:80
[http] upload.twitter.com:80
[http] userstream.twitter.com:80
[http] vanityfair.twitter.com:80
[http] vast.twitter.com:80
[http] verification.twitter.com:80
[http] vevo.twitter.com:80
[http] vice.twitter.com:80
[http] videoads.twitter.com:80
[http] video.twitter.com:80
[http] vine.twitter.com:80
[http] vivelatino.twitter.com:80
[http] vmas.twitter.com:80
[http] warmup.twitter.com:80
[http] watchstadium.twitter.com:80
[http] wimbledon.twitter.com:80
[http] wwdc.twitter.com:80
[http] wwe.twitter.com:80
[http] www2.twitter.com:80
[http] www.debates.twitter.com:80
[http] www.debate.twitter.com:80
[http] www.search.twitter.com:80
[http] www.tnf.twitter.com:80
[http] www.twitter.com:80
[http] xbox.twitter.com:80
[http] yearinreview.twitter.com:80
[http] zacbrownband.twitter.com:80
[http] zacbrown.twitter.com:80
[http] zbb.twitter.com:80
[http] zedd.twitter.com:80
[http] zero.twitter.com:80
[ies-lm] gtcp-dc.twitter.com:1443
[imap] gtcp-dc.twitter.com:143
[imap] gtcp-na.twitter.com:143
[imap] gtcp.twitter.com:143
[imap] gton.twitter.com:143
[imaps] gtcp-dc.twitter.com:993
[imaps] gtcp-na.twitter.com:993
[imaps] gtcp.twitter.com:993
[imaps] gton.twitter.com:993
[jetdirect] gtcp-dc.twitter.com:9100
[jetdirect] gtcp-na.twitter.com:9100
[jetdirect] gtcp.twitter.com:9100
[jetdirect] gton.twitter.com:9100
[mit-ml-dev] gtcp-dc.twitter.com:83
[mit-ml-dev] gtcp-dc.twitter.com:85
[ms-wbt-server] gtcp-dc.twitter.com:3389
[ms-wbt-server] gtcp-na.twitter.com:3389
[ms-wbt-server] gtcp.twitter.com:3389
[ms-wbt-server] gton.twitter.com:3389
[ncd-conf] gtcp-dc.twitter.com:5999
[ndmps] gtcp-dc.twitter.com:30000
[opsmessaging] gtcp-dc.twitter.com:8090
[pop3] gtcp-dc.twitter.com:110
[pop3] gtcp-na.twitter.com:110
[pop3] gtcp.twitter.com:110
[pop3] gton.twitter.com:110
[pop3s] gtcp-dc.twitter.com:995
[pop3s] gtcp-na.twitter.com:995
[pop3s] gtcp.twitter.com:995
[pop3s] gton.twitter.com:995
[postgresql] gtcp-dc.twitter.com:5432
[postgresql] gtcp-na.twitter.com:5432
[postgresql] gtcp.twitter.com:5432
[postgresql] gton.twitter.com:5432
[radan-http] gtcp-dc.twitter.com:8088
[rtmp] gtcp-dc.twitter.com:1935
[smtp] gtcp-dc.twitter.com:25
[smtp] mail-in.twitter.com:25
[smtps] gtcp-dc.twitter.com:465
[smtps] gtcp-na.twitter.com:465
[smtps] gtcp.twitter.com:465
[smtps] gton.twitter.com:465
[submission] gtcp-dc.twitter.com:587
[submission] gtcp-na.twitter.com:587
[submission] gtcp.twitter.com:587
[submission] gton.twitter.com:587
[su-mit-tg] gtcp-dc.twitter.com:89
[unknown] gtcp-dc.twitter.com:8085
[unknown] gtcp-dc.twitter.com:8089
[unknown] gtcp-dc.twitter.com:8099
[vnc-1] gtcp-dc.twitter.com:5901
[vnc] gtcp-dc.twitter.com:5900
[vnc] gtcp-na.twitter.com:5900
[vnc] gtcp.twitter.com:5900
[vnc] gton.twitter.com:5900
[wap-wsp] gtcp-dc.twitter.com:9200
[webobjects] gtcp-dc.twitter.com:1085
[whois] gtcp-dc.twitter.com:43
[xmpp-client] gtcp-dc.twitter.com:5222
