[abyss] buy.bitdefender.com:9999
[X11:1] buy.bitdefender.com:6001
[X11] buy.bitdefender.com:6000
[xfer] buy.bitdefender.com:82
[XmlIpcRegSvc] resellerportal.bitdefender.com:9092
[xmpp] buy.bitdefender.com:8010
[xmpp-client] beta-account.bitdefender.com:5222
[xmpp-client] beta-login.bitdefender.com:5222
[xmpp-client] buy.bitdefender.com:5222
[xmpp-client] oem-login.bitdefender.com:5222
[xmpp-client] resellerportal.bitdefender.com:5222
[xmpp-server] buy.bitdefender.com:5269
[yo-main] buy.bitdefender.com:4040
[zeus-admin] buy.bitdefender.com:9090
